Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10594-1","Duplo","Sofia the First",2015,"Sofia's Royal Stable",1,38,19.99,24.99,29.99,24.99,5702015354981,673419232241,28.194,26.2128,9.5504,0.57204,"",0,0,0,,0,0,,,,,,,,,44.4300,23.1400,"",""
"10595-1","Duplo","Sofia the First",2015,"Sofia's Royal Castle",2,87,39.99,49.99,49.99,49.99,5702015355032,673419232258,37.7952,35.4076,11.811,1.24396,"",0,0,0,,0,0,,,,,,,,,99.6300,37.3200,"01/01/2015","31/12/2016"
"10596-1","Duplo","Disney Princess",2015,"Disney Princess Collection",3,63,34.99,39.99,44.99,39.99,5702015355421,673419232623,38.2016,26.2128,9.398,0.88984,"",0,0,0,,0,0,,,,,,,,,72.5000,48.4300,"01/01/2015","31/12/2016"
"10597-1","Duplo","Mickey Mouse Clubhouse",2015,"Birthday Parade",2,24,19.99,24.99,29.99,24.36,5702015355438,673419232630,35.4076,19.1008,9.0932,0.4626638,"",0,0,0,,0,0,,,,,,,,,21.7500,13.0000,"",""
"10599-1","Duplo","Batman",2015,"Batman Adventure",3,47,29.99,39.99,39.99,39.99,,673419232272,38.2016,26.2128,9.398,0.76272,"",0,0,0,,0,0,,,,,,,,,146.7600,40.0000,"01/06/2015","31/12/2016"
"10600-1","Duplo","Cars",2015,"Classic Race",2,29,20.99,24.99,29.99,24.99,5702015355414,673419232616,35.4076,19.1008,9.0932,0.4994,"",0,0,0,,0,0,,,,,,,,,45.0000,15.7100,"01/01/2015","31/12/2016"
"10601-1","Duplo","",2015,"Delivery Vehicle",1,19,14.99,19.99,19.99,19.99,,673419232593,26.1874,19.1008,11.811,0.52,"",0,0,0,,0,0,,,,,,,,,17.1700,18.6600,"",""
"10602-1","Duplo","",2015,"Camping",3,38,24.99,29.99,29.99,29.99,5702015355407,,38.2016,26.1874,9.398,0.74,"",0,0,0,,0,0,,,,,,,,,48.4600,30.9200,"",""
"10603-1","Duplo","",2015,"My First Bus",1,17,12.99,14.99,14.99,14.99,,673419232296,26.2128,19.1008,9.0932,0.39952,"",0,0,0,,0,0,,,,,,,,,20.0000,10.5000,"01/06/2015","31/12/2016"
"10604-1","Duplo","Jake and the Never Land Pirates",2015,"Treasure Island",2,25,16.99,19.99,19.99,19.99,5702015355087,673419232289,22.1996,26.1874,7.5946,0.4,"",0,0,0,,0,0,,,,,,,,,28.3000,14.6100,"01/06/2015","31/12/2015"
"10605-1","Duplo","Doc McStuffins",2015,"Rosie the Ambulance",1,16,16.99,19.99,24.99,19.99,5702015355216,673419232418,26.2128,19.1008,9.0932,0.3859,"",0,0,0,,0,0,,,,,,,,,18.6500,15.0000,"",""
"10606-1","Duplo","Doc McStuffins",2015,"Backyard Clinic",1,39,19.99,29.99,34.99,34.99,,673419232425,28.194,26.2128,9.5504,0.6078133,"",0,0,0,,0,0,,,,,,,,,120.0000,32.2000,"01/06/2015","31/12/2017"
"10607-1","Duplo","Spider-Man",2015,"Spider-Man Web-Bike Workshop",1,13,12.99,14.99,14.99,14.99,5702015429719,673419239899,20.4978,19.1008,6.096,0.2358678,"",0,0,0,,0,0,,,,,,,,,44.0800,21.2200,"",""
"10608-1","Duplo","Spider-Man",2015,"Spider-Man Spider Truck Adventure",2,28,24.99,29.99,29.99,29.99,,673419239905,35.4076,19.1008,11.811,0.6849239,"",0,0,0,,0,0,,,,,,,,,50.5500,39.3300,"01/10/2015","31/12/2017"
"10615-1","Duplo","",2015,"My First Tractor",2,12,9.99,14.99,14.99,14.99,5702015355100,673419232302,26.2128,14.097,9.0932,0.3175144,"",0,0,0,,0,0,,,,,,,,,13.1300,8.1000,"01/01/2015","31/12/2017"
"10616-1","Duplo","",2015,"My First Playhouse",2,25,14.99,19.99,19.99,19.99,5702015355117,673419232319,28.194,26.2128,9.5504,0.6350288,"",0,0,0,,0,0,,,,,,,,,25.7500,13.3600,"01/01/2015","31/12/2017"
"10617-1","Duplo","",2015,"My First Farm",2,26,14.99,19.99,19.99,19.99,5702015355124,673419232326,28.194,26.2128,9.5504,0.6577084,"",0,0,0,,0,0,,,,,,,,,29.2400,16.4600,"01/01/2015","31/12/2017"
"10618-1","Duplo","",2015,"Creative Building Box",2,70,19.99,24.99,,24.99,5702015355131,673419232333,23.1902,22.5044,19.1008,0.85,"",0,0,0,,0,0,,,,,,,,,32.5000,,"01/01/2015","31/12/2016"
"10622-1","Duplo","",2015,"Large Creative Box",2,193,49.99,59.99,,59.99,,673419232340,37.4904,24.6888,26.4922,1.98,"",0,0,0,,0,0,,,,,,,,,62.7400,,"",""
"10623-1","Duplo","",2015,"DUPLO Basic Bricks – Large",,60,14.99,,,16.99,5702015641074,,,,,,"",0,0,0,,0,0,,,,,,,,,23.2000,,"",""
"10677-1","Juniors","Girl",2015,"Beach Trip",1,74,9.99,9.99,12.99,9.99,5702015353724,673419231770,15.6972,14.097,4.4958,0.13,"",0,0,0,,0,0,,,,,,,,,8.9900,5.9500,"01/01/2015","31/12/2015"
"10679-1","Juniors","Fantasy",2015,"Pirate Treasure Hunt",2,57,9.99,9.99,12.99,9.99,5702015353731,673419231787,15.6972,14.097,6.096,0.14,"",0,0,0,,0,0,,,,,,,,,23.2100,11.2000,"01/01/2015","31/12/2015"
"10680-1","Juniors","City",2015,"Garbage Truck",2,99,15.99,19.99,24.99,19.99,5702015354264,673419232159,26.2128,19.1008,6.096,0.33596,"",0,0,0,,0,0,,,,,,,,,16.0400,12.8900,"01/01/2015","31/12/2016"
"10683-1","Juniors","City",2015,"Road Work Truck",2,132,15.99,19.99,24.99,19.99,5702015354295,673419232173,26.2128,19.1008,6.096,0.35866,"",0,0,0,,0,0,,,,,,,,,56.9700,17.4600,"01/06/2015","31/12/2016"
"10684-1","Juniors","Girl",2015,"Supermarket Suitcase",2,134,19.99,19.99,29.99,24.99,5702015354325,673419232203,28.4988,26.2128,6.4008,0.76726,"",0,0,0,,0,0,,,,,,,,,40.0000,11.2500,"01/01/2015","31/12/2016"
"10685-1","Juniors","City",2015,"Fire Suitcase",2,113,19.99,19.99,29.99,24.99,5702015354332,673419232210,28.4988,26.2128,6.4008,0.73094,"",0,0,0,,0,0,,,,,,,,,31.9500,7.9500,"01/01/2015","31/12/2016"
"10686-1","Juniors","Girl",2015,"Family House",3,226,24.99,29.99,39.99,34.99,,673419232227,28.194,26.2128,5.8928,0.64468,"",0,0,0,,0,0,,,,,,,,,39.4900,30.0000,"01/06/2015","31/12/2016"
"10687-1","Juniors","Marvel Super Heroes",2015,"Spider-Man Hideout",3,137,29.99,29.99,29.99,34.99,,673419232234,28.194,26.2128,5.8928,0.4626638,"",0,0,0,,0,0,,,,,,,,,40.4400,15.0000,"01/06/2015","31/12/2017"
"10692-1","Classic","Creative Building",2015,"Creative Bricks",,221,12.99,16.99,19.99,14.99,5702015355704,673419232890,18.0086,16.4084,18.0086,0.4490561,"",0,0,0,,0,0,,,,,,,,,11.4700,3.9500,"01/01/2015","31/12/2022"
"10693-1","Classic","Creative Building",2015,"Creative Supplement",,303,17.99,19.99,24.99,19.99,5702015355711,673419232906,26.2128,19.1008,7.2136,0.4626638,"",0,0,0,,0,0,,,,,,,,,19.9600,10.0000,"01/01/2015","31/12/2018"
"10694-1","Classic","Creative Building",2015,"Creative Supplement Bright",,303,17.99,19.99,24.99,19.99,5702015355728,673419232913,26.2128,19.1008,7.2136,0.4762716,"",0,0,0,,0,0,,,,,,,,,10.0000,9.4500,"01/01/2015","31/12/2017"
"10695-1","Classic","Creative Building",2015,"Creative Building Box",,580,19.99,24.99,,24.99,5702015355735,673419232920,23.1902,22.5044,19.1008,0.94,"",0,0,0,,0,0,,,,,,,,,59.9900,25.0000,"01/01/2015","31/12/2016"
"10696-1","Classic","Creative Box",2015,"Medium Creative Brick Box",,484,24.99,34.99,44.99,29.99,5702015357180,673419233590,36.957,17.907,18.0086,1.038726,"",0,0,0,,0,0,,,,,,,,,18.2100,14.0000,"01/01/2015","31/12/2025"
"10697-1","Classic","Miscellaneous",2015,"XXXL Box",,1500,49.99,59.99,,59.99,5702015355742,673419232937,24.6888,37.4904,26.4922,2.25,"",0,0,0,,0,0,,,,,,,,,82.5000,76.5300,"01/06/2015","31/12/2016"
"10698-1","Classic","Creative Box",2015,"Large Creative Brick Box",,790,44.99,59.99,74.99,49.99,5702015357197,673419233606,37.0078,26.2128,18.0086,1.60118,"",0,0,0,,0,0,,,,,,,,,35.6000,30.3200,"01/01/2015","31/12/2025"
"10699-1","Classic","Baseplates",2015,"32x32 Sand Baseplate",,1,6.99,7.99,9.99,7.99,5702015357135,673419232838,26.0096,30.8102,0.3048,0.09979024,"",0,0,0,,0,0,,,,,,,,,19.9800,13.6200,"",""
"10700-1","Classic","Baseplates",2015,"32x32 Green Baseplate",,1,7.99,7.99,9.99,8.99,5702015357142,673419232845,26.0096,30.8102,0.3048,0.1043262,"",0,0,0,,0,0,,,,,,,,,6.8500,4.5200,"",""
"10701-1","Classic","Baseplates",2015,"48x48 Grey Baseplate",,1,12.99,14.99,17.99,14.99,5702015357159,673419233750,38.7096,43.7896,0.3048,0.2222601,"",0,0,0,,0,0,,,,,,,,,12.3500,9.4300,"",""
"11908-1","Friends","Book Parts",2015,"Friends: Build your own Adventure parts",1,77,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.0200,3.0000,"",""
"11909-1","Ninjago","Book Parts",2015,"Ninjago: Build your own Adventure parts",1,74,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,10.0000,10.0000,"",""
"11910-1","Space","Classic",2015,"Micro-Scale Space Cruiser",,102,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,25.3000,10.1900,"",""
"21022-1","Architecture","Landmark Series",2015,"Lincoln Memorial",,274,24.99,29.99,39.99,29.99,5702015354318,,26.2,19.1,4.6,0.33,"",0,0,0,,0,0,,,,,,,,,85.7600,47.3600,"01/01/2015","31/12/2016"
"21023-1","Architecture","Landmark Series",2015,"Flatiron Building, New York",,471,34.99,39.99,49.99,39.99,5702015354301,,19.1,26.2,6.1,0.47,"",0,0,0,,0,0,,,,,,,,,86.7700,58.4900,"01/05/2015","31/12/2016"
"21024-1","Architecture","Landmark Series",2015,"Louvre",,695,49.99,59.99,74.99,59.99,5702015354288,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,128.7600,77.4800,"01/09/2015","31/12/2017"
"21119-1","Minecraft","Minifig-scale",2015,"The Dungeon",3,219,19.99,19.99,24.99,19.99,,673419233613,26.2128,19.1008,6.096,0.4263765,"",0,0,0,,0,0,,,,,,,,,30.0000,17.3700,"01/08/2015","31/12/2017"
"21120-1","Minecraft","Minifig-scale",2015,"The Snow Hideout",3,327,44.99,39.99,44.99,39.99,,673419233620,28.194,26.2128,7.5946,0.680388,"",0,0,0,,0,0,,,,,,,,,50.0000,19.7100,"01/08/2015","31/12/2017"
"21121-1","Minecraft","Minifig-scale",2015,"The Desert Outpost",4,519,64.99,59.99,74.99,69.99,,673419233637,38.2016,26.2128,7.0612,0.8981122,"",0,0,0,,0,0,,,,,,,,,79.1500,38.5100,"01/08/2015","31/12/2017"
"21122-1","Minecraft","Minifig-scale",2015,"The Nether Fortress",4,571,74.99,79.99,99.99,89.99,,673419233644,54.0004,28.194,5.8928,1.01151,"",0,0,0,,0,0,,,,,,,,,86.6600,51.7900,"01/08/2015","31/12/2017"
"21301-1","Ideas","",2015,"Birds",,580,39.99,44.99,59.99,44.99,,673419241632,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,119.0600,101.2500,"01/01/2015","31/12/2015"
"21302-1","Ideas","Licensed",2015,"The Big Bang Theory",7,484,49.99,59.99,69.99,59.99,5702015518895,,35,19,6,,"",0,0,0,,0,0,,,,,,,,,190.8200,133.7100,"01/08/2015","31/12/2016"
"21303-1","Ideas","Licensed",2015,"WALL-E",,677,39.99,59.99,69.99,49.99,5702015535571,,19.1,26.2,9.1,,"",0,0,0,,0,0,,,,,,,,,256.5100,161.3100,"01/09/2015","31/12/2016"
"21304-1","Ideas","Licensed",2015,"Doctor Who",6,623,49.99,59.99,69.99,59.99,5702015535588,673419243766,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,145.6000,117.4100,"01/12/2015","31/12/2016"
"30202-1","Friends","General",2015,"Smoothie Stand",1,37,3.99,,,,5702015357173,673419232944,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,5.6600,2.1400,"01/01/2015","31/12/2015"
"30203-1","Friends","Sports",2015,"Mini Golf",1,26,,,,,5702015356756,,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,5.4400,3.1800,"01/01/2015","31/12/2015"
"30204-1","Friends","Park",2015,"Wish Fountain",1,44,,3.99,,,5702015356763,673419233460,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,4.4900,3.2200,"01/01/2015","31/12/2015"
"30205-1","Friends","Pop Star",2015,"Pop Star Red Carpet",1,33,,4.99,,,5702015410458,,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,3.2600,2.3200,"01/06/2015","31/12/2015"
"30217-0","Duplo","Forest Animals",2015,"Forest {Random Bag}",,4,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2015","31/12/2015"
"30217-2","Duplo","Forest Animals",2015,"Forest - Squirrel",,4,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2015","31/12/2015"
"30217-3","Duplo","Forest Animals",2015,"Forest - Rabbit",,4,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2015","31/12/2015"
"30217-4","Duplo","Forest Animals",2015,"Forest - Deer",,4,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2015","31/12/2015"
"30217-5","Duplo","Forest Animals",2015,"Forest - Bear",,4,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2015","31/12/2015"
"30218-1","Duplo","",2015,"Snail",,6,,,,,5702015357500,,17,17,1.5,,"",0,0,0,,0,0,,,,,,,,,7.2400,1.8000,"01/01/2015","31/12/2015"
"30256-1","Legends of Chima","Promotional",2015,"Ice Bear Mech",1,39,,3.99,,,5702015355841,673419233019,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,8.4300,5.1600,"01/01/2015","31/12/2015"
"30259-1","Elves","Promotional",2015,"Azari's Magic Fire",1,27,,,,,5702015356992,,17,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,4.6200,3.6200,"01/03/2015","31/12/2015"
"30272-1","Star Wars","Episode VI",2015,"A-wing Starfighter",,58,,,,,5702015357166,673419233781,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,9.4000,2.9900,"01/01/2015","31/12/2015"
"30274-1","Star Wars","Rebels",2015,"AT-DP",,65,,,,,5702015357470,673419233798,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,5.8700,2.4300,"01/01/2015","31/12/2015"
"30275-1","Star Wars","Rebels",2015,"TIE Advanced Prototype",,47,,,,,,673419233811,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,5.4300,1.6900,"01/01/2015","31/12/2015"
"30276-1","Star Wars","Episode VII",2015,"First Order Special Forces TIE Fighter",,41,,3.99,,,,673419238175,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,5.9100,3.3600,"04/09/2015","31/12/2015"
"30283-1","Creator","Promotional",2015,"Off-Road",,43,,,,,5702015355858,,17,17,1,,"",0,0,0,,0,0,,,,,,,,,4.1200,2.2100,"01/01/2015","31/12/2015"
"30284-1","Creator","Promotional",2015,"Tractor",,51,,,,,5702015355865,,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,6.8400,3.6700,"01/01/2015","31/12/2015"
"30285-1","Creator","Promotional",2015,"Tiger",,73,,3.99,,,5702015356077,,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,5.1200,1.8300,"01/01/2015","31/12/2015"
"30286-1","Creator","Seasonal",2015,"Christmas Tree",,65,,,,,5702015398978,673419236485,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,8.4300,6.8800,"01/06/2015","31/12/2015"
"30291-1","Ninjago","Tournament of Elements",2015,"Anacondrai Battle Mech",1,43,,,,,5702015356084,673419233057,17,17,0.9,,"",0,0,0,,0,0,,,,,,,,,7.0300,5.0200,"01/01/2015","31/12/2015"
"30292-1","Ninjago","Tournament of Elements",2015,"Jay NanoMech",1,54,,,,,5702015356091,,17,19.5,0.8,,"",0,0,0,,0,0,,,,,,,,,7.7400,3.2100,"01/01/2015","31/12/2015"
"30293-1","Ninjago","Tournament of Elements",2015,"Kai Drifter",1,43,,,,,5702015356107,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,4.8200,2.2900,"01/01/2015","31/12/2015"
"30294-1","Ninjago","Possession",2015,"The Cowler Dragon",1,45,,4.99,,,5702015474122,673419238052,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,11.7500,5.3700,"01/06/2015","31/12/2015"
"30303-1","DC Comics Super Heroes","Batman",2015,"The Joker Bumper Car",1,47,,3.99,,,5702015357357,673419233743,17,17,0.7,,"",0,0,0,,0,0,,,,,,,,,6.0700,2.5000,"01/01/2015","31/12/2015"
"30304-1","Marvel Super Heroes","Avengers: Age of Ultron",2015,"The Avengers Quinjet",,56,,,,,5702015357340,673419233736,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,6.1400,2.1500,"01/03/2015","31/12/2015"
"30305-1","Marvel Super Heroes","Ultimate Spider-Man",2015,"Spider-Man Super Jumper",1,38,,,,,5702015368483,673419234887,17,17,0.6,,"",0,0,0,,0,0,,,,,,,,,5.4200,4.6500,"01/03/2015","31/12/2015"
"30311-1","City","Swamp Police",2015,"Swamp Police Helicopter",1,51,,3.49,,,5702015357319,673419233705,17,19.5,1,,"",0,0,0,,0,0,,,,,,,,,5.4300,2.1600,"01/01/2015","31/12/2015"
"30312-1","City","Construction",2015,"Demolition Driller",1,40,,,,,5702015357647,673419235051,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,6.3000,3.9100,"01/01/2015","31/12/2015"
"30313-1","City","Traffic",2015,"Garbage Truck",1,48,,3.49,,,5702015357326,,17,17,0.8,,"",0,0,0,,0,0,,,,,,,,,6.5300,2.3900,"01/01/2015","31/12/2015"
"30314-1","City","Racing",2015,"Go-Kart Racer",1,45,,,,,5702015357333,673419233729,17,19.5,0.7,,"",0,0,0,,0,0,,,,,,,,,5.6900,3.0000,"01/01/2015","31/12/2015"
"30315-1","City","Space",2015,"Space Utility Vehicle",1,39,,3.99,,,5702015412575,,17,19.5,0.9,,"",0,0,0,,0,0,,,,,,,,,6.7700,2.9800,"01/06/2015","31/12/2015"
"30320-1","Jurassic World","Promotional",2015,"Gallimimus Trap",,29,,,,,5702015412452,673419237628,20,19.5,0.6,,"",0,0,0,,0,0,,,,,,,,,16.8900,8.0000,"01/05/2015","31/12/2015"
"31027-1","Creator","3 in 1",2015,"Blue Racer",,67,4.99,4.99,6.99,4.99,5702015348102,673419229920,12.192,9.0932,4.699,0.06356,"",0,0,0,,0,0,,,,,,,,,8.4700,1.7300,"",""
"31028-1","Creator","3 in 1",2015,"Sea Plane",,53,4.99,4.99,6.99,4.99,5702015348096,673419229913,12.192,9.0932,4.699,0.07264,"",0,0,0,,0,0,,,,,,,,,12.6100,3.4100,"",""
"31029-1","Creator","3 in 1",2015,"Cargo Heli",,132,9.99,9.99,12.99,9.99,5702015348089,673419229906,19.1008,14.097,4.5974,0.19068,"",0,0,0,,0,0,,,,,,,,,14.1400,7.2900,"",""
"31030-1","Creator","3 in 1",2015,"Red Go-Kart",,106,9.99,9.99,12.99,9.99,5702015348072,673419229890,19.1008,14.097,4.5974,0.19,"",0,0,0,,0,0,,,,,,,,,15.4200,6.5900,"",""
"31031-1","Creator","3 in 1",2015,"Rainforest Animals",,215,12.99,14.99,19.99,14.99,5702015348126,673419229944,26.2128,14.097,4.8006,0.29056,"",0,0,0,,0,0,,,,,,,,,42.3800,17.5000,"",""
"31032-1","Creator","3 in 1",2015,"Red Creatures",,221,12.99,14.99,19.99,14.99,5702015348119,673419229937,26.2128,14.097,4.8006,0.29056,"",0,0,0,,0,0,,,,,,,,,46.7200,16.1600,"",""
"31033-1","Creator","3 in 1",2015,"Vehicle Transporter",,264,17.99,24.99,29.99,19.99,5702015347860,673419229883,26.2128,19.1008,6.096,0.4086,"",0,0,0,,0,0,,,,,,,,,38.9400,24.0000,"",""
"31034-1","Creator","3 in 1",2015,"Future Flyer",,237,17.99,24.99,29.99,19.99,5702015347853,673419229876,26.2128,19.1008,6.096,0.41768,"",0,0,0,,0,0,,,,,,,,,75.0000,14.4100,"01/01/2015","31/12/2016"
"31035-1","Creator","3 in 1",2015,"Beach Hut",2,286,19.99,29.99,39.99,24.99,5702015348157,673419229975,35.4076,19.1008,5.8928,0.60836,"",0,0,0,,0,0,,,,,,,,,34.0700,21.7900,"01/01/2015","31/12/2016"
"31036-1","Creator","3 in 1",2015,"Toy & Grocery Shop",2,466,34.99,39.99,49.99,34.99,5702015348140,673419229968,38.2016,26.2128,5.6642,0.80358,"",0,0,0,,0,0,,,,,,,,,65.1700,33.9100,"01/01/2015","31/12/2016"
"31037-1","Creator","3 in 1",2015,"Adventure Vehicles",,282,17.99,24.99,29.99,19.99,5702015347846,673419229869,26.2128,19.1008,6.096,0.47216,"",0,0,0,,0,0,,,,,,,,,14.8100,9.2800,"01/06/2015","31/12/2016"
"31038-1","Creator","3 in 1",2015,"Changing Seasons",2,536,39.99,49.99,59.99,49.99,5702015348133,673419229951,48.006,28.194,6.096,1.13046,"",0,0,0,,0,0,,,,,,,,,65.7100,34.9400,"01/06/2015","31/12/2016"
"31039-1","Creator","3 in 1",2015,"Blue Power Jet",,608,49.99,69.99,89.99,54.99,5702015347839,673419229852,54.0004,28.194,5.8928,1.26666,"",0,0,0,,0,0,,,,,,,,,139.6800,73.7300,"01/06/2015","31/12/2016"
"40120-1","Seasonal","Valentine's Day",2015,"Valentine's Day Dinner",2,114,8.49,9.99,11.99,9.99,5702015355445,,14,12.2,6,,"",0,0,0,,0,0,,,,,,,,,18.8800,9.8500,"01/01/2015","31/12/2016"
"40121-1","Seasonal","Easter",2015,"Painting Easter Eggs",2,153,8.49,9.99,11.99,9.99,5702015355452,,14,12.2,6,,"",0,0,0,,0,0,,,,,,,,,21.1000,13.6800,"01/03/2015","31/12/2016"
"40122-1","Seasonal","Halloween",2015,"Trick or Treat Halloween Set",2,133,8.49,9.99,11.99,9.99,5702015355469,673419232746,14,12,6.2,,"",0,0,0,,0,0,,,,,,,,,25.7100,16.9900,"01/09/2015","31/12/2016"
"40123-1","Seasonal","Thanksgiving",2015,"Thanksgiving Feast",2,158,8.49,9.99,11.99,9.99,5702015355674,,14,12.2,5.8,,"",0,0,0,,0,0,,,,,,,,,21.1100,14.4600,"01/10/2015","31/12/2015"
"40124-1","Seasonal","Christmas",2015,"Winter Fun",2,107,8.49,9.99,11.99,9.99,5702015355681,,14,12.2,5.8,,"",0,0,0,,0,0,,,,,,,,,16.2700,13.4800,"01/11/2015","31/12/2015"
"40125-1","Seasonal","Christmas",2015,"Santa's Visit",1,167,8.49,9.99,11.99,9.99,5702015355698,,14,12.2,5.8,,"",0,0,0,,0,0,,,,,,,,,21.6400,17.2200,"01/11/2015","31/12/2016"
