Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"10781-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man's Techno Trike",2,59,8.99,9.99,13.99,9.99,5702017150642,673419354912,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.2300,,"01/01/2022","31/12/2023"
"10782-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Hulk vs. Rhino Truck Showdown",3,110,17.99,19.99,24.99,19.99,5702017150659,673419354929,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,14.6700,14.7700,"01/01/2022","31/12/2024"
"10783-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man at Doc Ock's Lab",3,131,24.99,29.99,39.99,29.99,5702017150666,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,26.5500,23.3300,"01/01/2022","31/12/2022"
"10784-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man Webquarters Hangout",5,155,44.99,49.99,64.99,49.99,5702017151670,673419354943,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,33.8200,,"01/01/2022","31/12/2023"
"10938-1","Duplo","Jurassic World",2022,"Dinosaur Nursery",1,27,17.99,19.99,24.99,19.99,5702016911411,673419338189,26.2,19.1,7.2,0.367,"",0,0,0,,0,0,,,,,,,,,15.5000,,"17/04/2022","31/12/2023"
"10959-1","Duplo","",2022,"Police Station & Helicopter",2,40,44.99,49.99,64.99,49.99,5702017153629,673419356688,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,27.9100,,"01/03/2022","31/12/2024"
"10960-1","Duplo","Disney Princess",2022,"Belle's Ballroom",4,23,17.99,19.99,24.99,19.99,5702017153117,673419356411,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,17.5600,,"01/01/2022","31/12/2023"
"10962-1","Duplo","Lightyear",2022,"Buzz Lightyear's Planetary Mission",1,37,29.99,29.99,39.99,34.99,5702017153568,673419356398,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,25.7600,,"24/04/2022","31/12/2023"
"10963-1","Duplo","Spidey and his Amazing Friends",2022,"Spider-Man & Friends: Funfair Adventure",4,41,54.99,59.99,79.99,59.99,5702017153575,673419356671,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,31.5400,,"01/06/2022","31/12/2023"
"10964-1","Duplo","",2022,"Bath Time Fun: Floating Red Panda",,5,8.99,9.99,13.99,9.99,5702017153582,673419356787,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,6.7400,,"01/01/2022","31/12/2023"
"10965-1","Duplo","",2022,"Bath Time Fun: Floating Animal Train",,14,17.99,19.99,24.99,19.99,5702017153599,673419356794,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,17.0600,,"01/01/2022","31/12/2025"
"10966-1","Duplo","",2022,"Bath Time Fun: Floating Animal Island",,20,39.99,44.99,49.99,44.99,5702017153605,673419356800,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,31.6400,,"01/01/2022","31/12/2023"
"10967-1","Duplo","",2022,"Police Motorcycle",1,5,8.99,9.99,13.99,9.99,5702017153636,673419356329,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,8.0900,,"01/03/2022","31/12/2025"
"10968-1","Duplo","",2022,"Doctor Visit",3,34,17.99,19.99,24.99,19.99,5702017153643,673419356336,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,18.2400,,"01/03/2022","31/12/2023"
"10969-1","Duplo","",2022,"Fire Truck",1,21,24.99,29.99,39.99,29.99,5702017153650,673419356343,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,21.4600,,"01/08/2022","31/12/2025"
"10970-1","Duplo","",2022,"Fire Station & Helicopter",2,117,89.99,89.99,119.99,99.99,5702017153681,673419356855,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,58.0400,,"01/03/2022","31/12/2024"
"10971-1","Duplo","",2022,"Wild Animals of Africa",,10,8.99,9.99,13.99,9.99,5702017153674,673419356862,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,5.6800,,"01/06/2022","31/12/2024"
"10972-1","Duplo","",2022,"Wild Animals of the Ocean",,32,17.99,19.99,24.99,19.99,5702017153698,673419356879,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,13.6100,,"01/06/2022","31/12/2023"
"10973-1","Duplo","",2022,"Wild Animals of South America",,71,44.99,54.99,69.99,49.99,5702017155906,673419356886,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,34.5000,,"01/06/2022","31/12/2023"
"10974-1","Duplo","",2022,"Wild Animals of Asia",,118,89.99,99.99,129.99,99.99,5702017153704,673419355803,48.5,38,11.2,,"",0,0,0,,0,0,,,,,,,,,87.9100,,"01/06/2022","31/12/2023"
"10975-1","Duplo","",2022,"Wild Animals of the World",,143,114.99,129.99,169.99,129.99,5702017153728,673419357593,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,76.6900,,"01/06/2022","31/12/2024"
"10976-1","Duplo","Seasonal",2022,"Santa's Gingerbread House",3,50,29.99,34.99,44.99,34.99,5702017153735,673419357609,38,26,9,0.785,"",0,0,0,,0,0,,,,,,,,,31.6300,,"01/09/2022","31/12/2023"
"10977-1","Duplo","",2022,"My First Puppy & Kitten with Sounds",,22,39.99,44.99,54.99,44.99,5702017153612,673419356817,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,33.2600,,"01/06/2022","31/12/2023"
"10978-1","Duplo","",2022,"Creative Building Time",,120,39.99,44.99,54.99,44.99,5702017189055,673419361767,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,31.0200,,"01/01/2022","31/12/2023"
"10979-1","Duplo","",2022,"Wild Animals of Europe",,85,54.99,69.99,89.99,59.99,5702017188768,673419361477,54,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2023"
"10980-1","Duplo","",2022,"DUPLO Green Building Plate",,1,12.99,14.99,17.99,14.99,5702017194882,673419362177,,,,,"",0,0,0,,0,0,,,,,,,,,12.2600,,"",""
"11017-1","Classic","Creative Fun",2022,"Creative Monsters",,140,8.99,9.99,13.99,9.99,5702017117485,673419352116,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.2300,,"01/03/2022","31/12/2024"
"11018-1","Classic","Creative Fun",2022,"Creative Ocean Fun",,333,17.99,19.99,24.99,19.99,5702017117591,673419352109,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,16.2200,,"01/03/2022","31/12/2023"
"11019-1","Classic","Bricks",2022,"Bricks and Functions",,500,29.99,29.99,39.99,34.99,5702017117584,673419352093,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,28.6900,,"01/03/2022","31/12/2023"
"11020-1","Classic","Miscellaneous",2022,"Build Together",,1601,89.99,99.99,129.99,99.99,5702017152356,673419355872,58.5,34,10.8,,"",0,0,0,,0,0,,,,,,,,,50.0000,,"01/06/2022","31/12/2023"
"11021-1","Classic","90 Years of Play",2022,"90 Years of Play",,1100,44.99,49.99,64.99,49.99,5702017189192,673419361637,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,37.6000,,"01/05/2022","31/12/2023"
"11022-1","Classic","Miscellaneous",2022,"Space Mission",,1700,69.99,69.99,89.99,79.99,5702017189215,673419361750,37.8,26.2,22.4,,"",0,0,0,,0,0,,,,,,,,,63.6700,,"01/06/2022","31/12/2023"
"11023-1","Classic","Baseplates",2022,"Green Baseplate",,1,7.99,7.99,9.99,8.99,5702017184265,673419361033,,,,,"",0,0,0,,0,0,,,,,,,,,6.5900,6.3800,"",""
"11024-1","Classic","Baseplates",2022,"Gray Baseplate",,1,12.99,14.99,17.99,14.99,5702017185279,673419361040,,,,,"",0,0,0,,0,0,,,,,,,,,12.8500,8.0000,"",""
"11025-1","Classic","Baseplates",2022,"Blue Baseplate",,1,7.99,7.99,9.99,8.99,5702017185286,673419360340,,,,,"",0,0,0,,0,0,,,,,,,,,7.6000,,"",""
"11026-1","Classic","Baseplates",2022,"White Baseplate",,1,7.99,7.99,9.99,8.99,5702017185217,673419361453,,,,,"",0,0,0,,0,0,,,,,,,,,7.1100,6.7100,"",""
"11960-1","Miscellaneous","Book Parts",2022,"Parts for Party Ideas",,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11961-1","Creator","Magazine Gift",2022,"Helicopter",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3200,,"",""
"11962-1","Creator","Magazine Gift",2022,"Robot",,41,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.2600,,"",""
"11963-1","Creator","Magazine Gift",2022,"Dinosaur",,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3500,,"",""
"11964-1","Creator","Magazine Gift",2022,"Submarine",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.3000,,"",""
"11965-1","Creator","Magazine Gift",2022,"Excavator",,48,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.1200,,"",""
"11966-1","Creator","Magazine Gift",2022,"Pirate Ship",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8400,,"",""
"11967-1","Creator","Magazine Gift",2022,"Dragon",,58,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.5500,,"",""
"11968-1","Creator","Magazine Gift",2022,"Spider",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.4600,,"",""
"11969-1","Creator","Magazine Gift",2022,"Fire vehicle",,28,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,3.5000,,"",""
"21057-1","Architecture","Skylines",2022,"Singapore",,827,54.99,59.99,79.99,59.99,5702017152332,673419355858,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,47.6800,33.8300,"01/01/2022","31/12/2025"
"21058-1","Architecture","Landmark Series",2022,"The Great Pyramid of Giza",,1476,119.99,129.99,169.99,139.99,5702017152349,673419355865,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,116.1100,89.8100,"01/06/2022","31/12/2025"
"21177-1","Minecraft","Minifig-scale",2022,"The Creeper Ambush",2,72,8.99,9.99,13.99,9.99,5702017156538,673419358576,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,8.3800,5.5000,"01/01/2022","31/12/2023"
"21178-1","Minecraft","Minifig-scale",2022,"The Fox Lodge",2,193,17.99,19.99,32.99,19.99,5702017155791,673419358491,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,17.1500,13.9200,"01/01/2022","31/12/2024"
"21179-1","Minecraft","Minifig-scale",2022,"The Mushroom House",2,272,17.99,24.99,32.99,19.99,5702017156583,673419358507,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,15.1500,13.1400,"01/01/2022","31/12/2024"
"21180-1","Minecraft","Minifig-scale",2022,"The Guardian Battle",1,255,19.99,24.99,34.99,22.99,5702017156590,673419358514,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,18.1800,17.0000,"01/01/2022","31/12/2023"
"21181-1","Minecraft","Minifig-scale",2022,"The Rabbit Ranch",2,340,29.99,34.99,44.99,34.99,5702017156606,673419358521,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,17.9800,13.1700,"01/01/2022","31/12/2023"
"21182-1","Minecraft","",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21183-1","Minecraft","Minifig-scale",2022,"The Training Grounds",3,534,59.99,79.99,99.99,64.99,5702017156613,673419358538,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,36.1700,26.4700,"01/01/2022","31/12/2023"
"21184-1","Minecraft","Minifig-scale",2022,"The Bakery",3,154,19.99,24.99,32.99,22.99,5702017156620,673419358545,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,13.6900,14.9900,"01/06/2022","31/12/2023"
"21185-1","Minecraft","Minifig-scale",2022,"The Nether Bastion",3,300,29.99,34.99,44.99,34.99,5702017156637,673419358668,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,30.1100,,"01/06/2022","31/12/2023"
"21186-1","Minecraft","Minifig-scale",2022,"The Ice Castle",6,499,44.99,49.99,64.99,49.99,5702017156644,673419358675,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,29.9100,26.3400,"01/06/2022","31/12/2023"
"21187-1","Minecraft","Minifig-scale",2022,"The Red Barn",3,799,89.99,99.99,129.99,99.99,5702017156675,673419358682,54,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,86.0000,,"01/06/2022","31/07/2023"
"21188-1","Minecraft","Minifig-scale",2022,"The Llama Village",6,1252,114.99,129.99,169.99,129.99,5702017156699,673419358705,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,91.9800,,"01/06/2022","31/12/2023"
"21189-1","Minecraft","Minifig-scale",2022,"The Skeleton Dungeon",4,364,24.99,34.99,44.99,29.99,5702017234328,673419363907,26.2,22.2,7.6,,"",0,0,0,,0,0,,,,,,,,,21.9800,,"01/08/2022","31/12/2024"
"21190-1","Minecraft","Minifig-scale",2022,"The Abandoned Village",3,422,44.99,44.99,59.99,49.99,5702017233260,673419363914,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,34.9000,20.9900,"01/08/2022","31/12/2023"
"21331-1","Ideas","Licensed",2022,"Sonic the Hedgehog - Green Hill Zone",3,1125,69.99,79.99,99.99,79.99,5702017153124,673419357616,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,52.9100,48.8200,"01/01/2022","31/12/2023"
"21332-1","Ideas","",2022,"The Globe",,2585,199.99,229.99,289.99,229.99,5702017153742,673419357623,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,186.4900,139.9900,"01/02/2022","31/12/2025"
"21333-1","Ideas","Licensed",2022,"Vincent van Gogh - The Starry Night",1,2316,149.99,169.99,219.99,169.99,5702017189840,673419361941,48,37.8,11.2,2.85,"",0,0,0,,0,0,,,,,,,,,151.5800,100.0000,"25/05/2022","31/12/2025"
"21334-1","Ideas","",2022,"Jazz Quartet",,1606,89.99,99.99,129.99,99.99,5702017239477,673419364911,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,78.1600,81.2300,"28/06/2022","31/12/2024"
"21335-1","Ideas","",2022,"Motorized Lighthouse",2,2065,259.99,299.99,379.99,299.99,5702017189925,673419361484,47.5,57.8,9,3.339,"",0,0,0,,0,0,,,,,,,,,232.4200,172.0000,"01/09/2022","31/12/2025"
"21336-1","Ideas","Licensed",2022,"The Office",15,1164,104.99,119.99,149.99,119.99,5702017261157,673419368216,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,88.8100,80.1300,"01/10/2022","31/12/2025"
"21337-1","Ideas","",2022,"Table Football",22,2339,214.99,249.99,309.99,249.99,5702017247014,673419366441,58.2,37.8,11.8,,"",0,0,0,,0,0,,,,,,,,,151.8700,,"01/11/2022","31/12/2023"
"30333-1","Duplo","",2022,"My First Elephant",,6,,,,,,,20,19.5,2.4,,"",0,0,0,,0,0,,,,,,,,,1.7000,,"01/01/2022","31/12/2022"
"30390-1","Jurassic World","Dominion",2022,"Dinosaur Market",1,30,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,4.0300,3.0300,"17/04/2022","31/12/2022"
"30416-1","Friends","General",2022,"Market Stall",2,54,,,,,,,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,3.3200,,"01/01/2022","31/12/2022"
"30417-1","Friends","Miscellaneous",2022,"Garden Flower and Butterfly",,57,,,,,5702017155746,,17,17,1.7,0.035,"",0,0,0,,0,0,,,,,,,,,3.3100,4.4200,"01/01/2022","31/12/2022"
"30432-1","Minecraft","Minifig-scale",2022,"The Turtle Beach",1,46,,,,,,,17,19.5,1.4,,"",0,0,0,,0,0,,,,,,,,,4.2700,3.0000,"01/01/2022","31/12/2022"
"30433-1","Technic","Licensed",2022,"Volvo Wheel Loader",,69,,,,,,,20,19.5,2.4,,"",0,0,0,,0,0,,,,,,,,,4.8400,3.7000,"01/01/2022","31/12/2022"
"30434-1","Speed Champions","Aston Martin",2022,"Aston Martin Valkyrie AMR Pro",,97,3.49,4.99,,3.99,,,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,3.8100,3.8900,"01/03/2022","31/12/2022"
"30435-1","Harry Potter","Miscellaneous",2022,"Build Your Own Hogwarts Castle",1,67,,4.99,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,3.9200,3.7300,"01/06/2022","31/12/2023"
"30443-1","Marvel Super Heroes","Spider-Man: Far From Home",2022,"Spider-Man Bridge Battle",1,44,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,6.2000,2.7100,"17/01/2022","31/12/2022"
"30455-1","DC Comics Super Heroes","The Batman",2022,"Batmobile",,68,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,4.2000,,"01/01/2022","31/12/2022"
"30495-1","Star Wars","Episode V",2022,"AT-ST",,79,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,4.4900,3.0000,"01/01/2022","31/12/2022"
"30503-1","Miscellaneous","Make It Yours",2022,"Build Your Own Animals - Make It Yours",,16,,,,,5702017169927,,14,14,1.8,0.02,"",0,0,0,,0,0,,,,,,,,,1.7000,,"01/01/2022","31/12/2024"
"30509-1","Super Mario","Expansion Set",2022,"Yellow Yoshi's Fruit Tree",1,46,,4.99,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,3.8800,3.5700,"01/08/2022","31/12/2023"
"30510-1","Classic","90 Years of Play",2022,"90 Years of Cars",,71,,3.99,,,5702017257648,,17,19.5,2.3,0.065,"",0,0,0,,0,0,,,,,,,,,3.7600,,"01/06/2022","31/12/2023"
"30559-1","Disney","Frozen II",2022,"Elsa and Bruni's Forest Camp",1,58,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,3.8600,,"24/01/2022","31/12/2022"
"30560-1","Dots","Promotional",2022,"Pineapple Photo Holder and Mini Board",,116,,,,,,,20,19.5,2.4,,"",0,0,0,,0,0,,,,,,,,,2.6900,,"01/01/2022","31/12/2023"
"30562-1","Monkie Kid","Season 3",2022,"Monkie Kid's Underwater Journey",3,57,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,8.3500,3.9100,"01/01/2022","31/12/2022"
"30581-1","Creator","3 in 1",2022,"Tropical Parrot",,66,,,,,5702017154787,,17,19.5,1.5,0.043,"",0,0,0,,0,0,,,,,,,,,4.8500,2.8300,"01/01/2022","31/12/2022"
"30582-1","Creator","Seasonal",2022,"Birthday Bear",,80,,,,,5702017154794,,17,19.5,1.9,0.044,"",0,0,0,,0,0,,,,,,,,,3.4400,,"01/01/2022","31/12/2022"
"30583-1","Creator","Seasonal",2022,"Easter Bunny",,75,,,,,5702017154800,,17,19.5,1.5,0.043,"",0,0,0,,0,0,,,,,,,,,4.1400,6.2300,"13/02/2022","31/12/2022"
"30584-1","Creator","Seasonal",2022,"Winter Holiday Train",,73,,,,,5702017154817,,17,19.5,2.3,0.061,"",0,0,0,,0,0,,,,,,,,,3.7300,3.5900,"01/06/2022","31/12/2023"
"30585-1","City","Fire",2022,"Fire Patrol Vehicle",1,45,,4.99,,,5702017160979,,17,19.5,1.5,0.046,"",0,0,0,,0,0,,,,,,,,,3.4700,3.2000,"01/01/2022","31/12/2022"
"30587-1","City","Police",2022,"Police Robot Unit",,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30588-1","City","Park",2022,"Kids' Playground",2,51,,,,,5702017160993,,17,19.5,1.5,0.043,"",0,0,0,,0,0,,,,,,,,,3.9300,3.3000,"01/01/2022","31/12/2022"
"30589-1","City","Racing",2022,"Go-Kart Racer",1,39,,,,,5702017161006,,17,17,1.7,0.03,"",0,0,0,,0,0,,,,,,,,,3.6600,4.0000,"01/01/2022","31/12/2022"
"30590-1","City","Farm",2022,"Farm Garden & Scarecrow",1,34,,4.99,,,5702017161013,,17,17,1.7,0.026,"",0,0,0,,0,0,,,,,,,,,4.1200,4.0000,"01/06/2022","31/12/2023"
"30592-1","Ninjago","Core",2022,"Mini Thunder Raider",,69,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,3.3800,,"01/01/2022","31/12/2022"
"30593-1","Ninjago","Core",2022,"Lloyd Suit Mech",1,59,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,3.6100,3.7300,"01/01/2022","31/12/2022"
"30594-1","Creator","Miscellaneous",2022,"Rock Monster Truck",,54,,4.99,,,,,17,19.5,2.3,,"",0,0,0,,0,0,,,,,,,,,3.7200,2.5000,"01/01/2022","31/12/2022"
"30625-1","Star Wars","Promotional",2022,"Luke Skywalker with Blue Milk",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,40.8800,34.9900,"",""
"31123-1","Creator","3 in 1",2022,"Off-Road Buggy",,160,12.99,14.99,19.99,14.99,5702017117577,673419352086,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,10.5400,6.0000,"01/03/2022","31/07/2023"
"31124-1","Creator","3 in 1",2022,"Super Robot",,159,8.99,9.99,13.99,9.99,5702017117461,673419352079,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,8.4300,4.0000,"01/03/2022","31/12/2024"
"31125-1","Creator","3 in 1",2022,"Fantasy Forest Creatures",,175,12.99,14.99,19.99,14.99,5702017117454,673419352062,26,14,4.6,0.246,"",0,0,0,,0,0,,,,,,,,,10.2300,8.2100,"01/03/2022","31/12/2024"
"31126-1","Creator","3 in 1",2022,"Supersonic-jet",,215,17.99,19.99,24.99,19.99,5702017117447,673419352055,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,15.9900,,"01/03/2022","31/12/2024"
"31127-1","Creator","3 in 1",2022,"Street Racer",,258,17.99,19.99,24.99,19.99,5702017117430,673419351942,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,16.0900,9.9900,"01/03/2022","31/12/2023"
"31128-1","Creator","3 in 1",2022,"Dolphin and Turtle",,137,8.99,9.99,13.99,9.99,5702017117423,673419351935,18.8,14,4.5,0.181,"",0,0,0,,0,0,,,,,,,,,9.9100,4.0000,"01/03/2022","31/12/2023"
"31129-1","Creator","3 in 1",2022,"Majestic Tiger",,755,44.99,49.99,64.99,49.99,5702017151854,673419355650,38,26,5.3,0.892,"",0,0,0,,0,0,,,,,,,,,33.1100,26.4600,"01/01/2022","31/12/2025"
